scenario,mutation,epimutation,back_epimutation,w11,w22,w33,w44,w12,w13,w14,w23,w24,w34,num_equil,p1_equil,p2_equil,p3_equil,eigen1,eigen2,eigen3,determinant
1b,1.00E-07,0.000251778,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.99922152,0,-0.330257203,-0.32342847,-1.60E-05,-1.71E-06
1b,1.00E-07,0.000372561,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.998848513,0,-0.330380538,-0.323555684,-2.36E-05,-2.52E-06
1b,1.00E-07,0.047669068,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.871907828,0,-0.378583185,-0.372972318,-0.002442554,-0.000344891
1b,1.00E-07,0.000239191,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.999260408,0,-0.33024435,-0.323415213,-1.52E-05,-1.62E-06
1b,1.00E-07,0.001541115,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.995254504,0,-0.331573731,-0.324786155,-9.67E-05,-1.04E-05
1b,1.00E-07,0.176826551,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.648864156,0,-0.509196064,-0.505361997,-0.005871149,-0.001510813
1b,1.00E-07,0.488645778,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.402567629,0,-0.820392056,-0.819010908,-0.008448791,-0.005676827
1b,1.00E-07,0.000367597,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.998863837,0,-0.330375469,-0.323550456,-2.33E-05,-2.49E-06
1b,1.00E-07,0.00044722,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.99861809,0,-0.330456774,-0.323634316,-2.83E-05,-3.02E-06
1b,1.00E-07,9.46E-05,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.999707433,0,-0.330096676,-0.323262887,-6.07E-06,-6.48E-07
1b,1.00E-07,1.96E-05,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.999939396,0,-0.330020101,-0.323183897,-1.34E-06,-1.43E-07
1b,1.00E-07,0.009129549,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.972548884,0,-0.339319648,-0.332763448,-0.000552473,-6.24E-05
1b,1.00E-07,0.002168729,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.9933352,0,-0.332214537,-0.325446795,-0.000135654,-1.47E-05
1b,1.00E-07,2.91E-05,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.999909921,0,-0.330029829,-0.323193932,-1.94E-06,-2.07E-07
1b,1.00E-07,0.003571677,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.989072335,0,-0.333646867,-0.326922993,-0.00022187,-2.42E-05
1b,1.00E-07,0.005708688,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.982651009,0,-0.335828346,-0.329170078,-0.000351025,-3.88E-05
1b,1.00E-07,0.001241551,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.996173299,0,-0.33126786,-0.324470772,-7.80E-05,-8.39E-06
1b,1.00E-07,0.000492594,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.998478106,0,-0.330503106,-0.323682103,-3.11E-05,-3.33E-06
1b,1.00E-07,0.024986304,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.92838237,0,-0.35549028,-0.349364408,-0.001408125,-0.000174883
1b,1.00E-07,4.92E-05,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.999847785,0,-0.330050339,-0.323215089,-3.21E-06,-3.42E-07
1b,1.00E-07,0.004626745,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.985891272,0,-0.334723934,-0.328032631,-0.00028596,-3.14E-05
1b,1.00E-07,0.000146319,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.99954744,0,-0.330149514,-0.32331739,-9.33E-06,-9.96E-07
1b,1.00E-07,0.001945635,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.994016567,0,-0.331986757,-0.32521198,-0.000121838,-1.32E-05
1b,1.00E-07,0.370569853,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.469970334,0,-0.703022605,-0.700766597,-0.007867984,-0.0038762
1b,1.00E-07,0.000322143,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.99900418,0,-0.330329055,-0.323502583,-2.04E-05,-2.18E-06
1b,1.00E-07,0.000487319,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.998494377,0,-0.33049772,-0.323676548,-3.08E-05,-3.30E-06
1b,1.00E-07,0.029211351,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.917300667,0,-0.359795277,-0.353773461,-0.001616394,-0.000205744
1b,1.00E-07,0.164193503,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.665445302,0,-0.496481065,-0.492520395,-0.005652282,-0.001382136
1b,1.00E-07,0.000577728,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.998215564,0,-0.330590038,-0.323771763,-3.65E-05,-3.91E-06
1b,1.00E-07,0.058633206,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.84705658,0,-0.389728457,-0.38433289,-0.002876469,-0.000430853
1b,1.00E-07,0.362888922,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.475150865,0,-0.695371773,-0.693058628,-0.007819482,-0.00376847
1b,1.00E-07,7.37E-05,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.999771913,0,-0.330075386,-0.323240926,-4.75E-06,-5.07E-07
1b,1.00E-07,3.38E-05,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.999895505,0,-0.330034587,-0.32319884,-2.23E-06,-2.38E-07
1b,1.00E-07,0.433795225,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.431287849,0,-0.76592243,-0.764134442,-0.008212703,-0.00480663
1b,1.00E-07,0.003210138,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.99016726,0,-0.333277771,-0.326542653,-0.000199761,-2.17E-05
1b,1.00E-07,0.000333719,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.998968437,0,-0.330340874,-0.323514774,-2.11E-05,-2.26E-06
1b,1.00E-07,2.06E-05,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.999936117,0,-0.330021183,-0.323185013,-1.40E-06,-1.50E-07
1b,1.00E-07,0.032728426,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.908280863,0,-0.36337768,-0.357439447,-0.001784008,-0.000231717
1b,1.00E-07,0.006959973,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.978930858,0,-0.337105504,-0.330484985,-0.000425457,-4.74E-05
1b,1.00E-07,0.000947372,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.997077281,0,-0.330967481,-0.324161022,-5.97E-05,-6.40E-06
1b,1.00E-07,2.32E-05,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.999928319,0,-0.330023756,-0.323187668,-1.56E-06,-1.67E-07
1b,1.00E-07,0.000182877,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.999434433,0,-0.330186845,-0.323355898,-1.16E-05,-1.24E-06
1b,1.00E-07,0.000100111,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.999690314,0,-0.330102329,-0.323268718,-6.42E-06,-6.85E-07
1b,1.00E-07,0.003843318,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.988251306,0,-0.333924181,-0.327208726,-0.000238432,-2.61E-05
1b,1.00E-07,0.000388932,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.998797977,0,-0.330397255,-0.323572927,-2.46E-05,-2.63E-06
1b,1.00E-07,0.000522318,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.998386423,0,-0.330533459,-0.323713408,-3.30E-05,-3.53E-06
1b,1.00E-07,0.181284273,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.643211312,0,-0.513679964,-0.509889258,-0.005944449,-0.001556969
1b,1.00E-07,0.071229259,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.820235274,0,-0.402518695,-0.3973486,-0.003330172,-0.000532628
1b,1.00E-07,0.000252694,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.999218693,0,-0.330258137,-0.323429434,-1.60E-05,-1.71E-06
1b,1.00E-07,0.296260472,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.525433403,0,-0.628904454,-0.62608738,-0.007319944,-0.002882222
1b,1.00E-07,1.27E-05,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.999960618,0,-0.330013097,-0.323176672,-9.04E-07,-9.64E-08
1b,1.00E-07,0.000139456,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.999568659,0,-0.330142505,-0.323310161,-8.90E-06,-9.50E-07
1b,1.00E-07,0.000406991,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.998742236,0,-0.330415695,-0.323591947,-2.58E-05,-2.75E-06
1b,1.00E-07,0.118841282,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.732786253,0,-0.450733579,-0.446259303,-0.00470406,-0.000946194
1b,1.00E-07,0.000331751,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.998974512,0,-0.330338865,-0.323512702,-2.10E-05,-2.25E-06
1b,1.00E-07,3.69E-05,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.99988583,0,-0.33003778,-0.323202134,-2.43E-06,-2.59E-07
1b,1.00E-07,0.003831362,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.988287414,0,-0.333911975,-0.32719615,-0.000237704,-2.60E-05
1b,1.00E-07,0.001055936,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.996743478,0,-0.331078334,-0.324275337,-6.64E-05,-7.13E-06
1b,1.00E-07,0.000207726,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.999357637,0,-0.330212219,-0.32338207,-1.32E-05,-1.41E-06
1b,1.00E-07,0.139502765,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.700466871,0,-0.4715955,-0.467368501,-0.005171043,-0.001139744
1b,1.00E-07,0.044787992,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.878687785,0,-0.375652645,-0.369981895,-0.002321912,-0.00032271
1b,1.00E-07,0.075080587,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.812377229,0,-0.406426439,-0.401321155,-0.003460222,-0.000564388
1b,1.00E-07,0.066121352,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.830899871,0,-0.397333832,-0.392074897,-0.003151589,-0.000490969
1b,1.00E-07,0.056969936,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.850732911,0,-0.388038434,-0.38261142,-0.002813099,-0.000417655
1b,1.00E-07,0.338149333,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.4926478,0,-0.670713696,-0.668215536,-0.007651579,-0.003429295
1b,1.00E-07,0.00034123,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.998945243,0,-0.330348545,-0.323522686,-2.16E-05,-2.31E-06
1b,1.00E-07,0.0007139,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.997795925,0,-0.330729084,-0.323915167,-4.50E-05,-4.82E-06
1b,1.00E-07,0.005311963,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.983836591,0,-0.335423393,-0.328753054,-0.000327244,-3.61E-05
1b,1.00E-07,0.189242459,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.633363633,0,-0.521681431,-0.5179666,-0.006070544,-0.001640343
1b,1.00E-07,0.000905701,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.99720547,0,-0.330924931,-0.324117142,-5.70E-05,-6.12E-06
1b,1.00E-07,0.038784484,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.893168676,0,-0.369543585,-0.363743212,-0.002061,-0.000277038
1b,1.00E-07,0.005495161,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.983288752,0,-0.335610392,-0.328945633,-0.000338237,-3.73E-05
1b,1.00E-07,0.000108959,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.999662953,0,-0.330111364,-0.323278038,-6.98E-06,-7.45E-07
1b,1.00E-07,0.015104449,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.955408015,0,-0.345415315,-0.339029156,-0.000889399,-0.000104154
1b,1.00E-07,0.054624997,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.855971736,0,-0.385655337,-0.380183272,-0.002722303,-0.000399143
1b,1.00E-07,0.206570553,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.6129425,0,-0.539088945,-0.535533282,-0.006325563,-0.00182619
1b,1.00E-07,0.003361897,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.989707352,0,-0.333432703,-0.32670231,-0.000209051,-2.28E-05
1b,1.00E-07,0.000295954,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.999085062,0,-0.330302312,-0.323474999,-1.88E-05,-2.00E-06
1b,1.00E-07,2.56E-05,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.999920714,0,-0.330026267,-0.323190258,-1.72E-06,-1.83E-07
1b,1.00E-07,0.003795429,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.988395948,0,-0.333875292,-0.327158354,-0.000235515,-2.57E-05
1b,1.00E-07,0.003900749,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.988077904,0,-0.333982809,-0.327269132,-0.000241928,-2.64E-05
1b,1.00E-07,0.099783378,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.765409345,0,-0.431458696,-0.426730625,-0.004210383,-0.000775201
1b,1.00E-07,0.000557294,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.998278567,0,-0.330569172,-0.323750243,-3.52E-05,-3.77E-06
1b,1.00E-07,0.000870598,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.997313478,0,-0.330889089,-0.324080179,-5.49E-05,-5.88E-06
1b,1.00E-07,0.000515356,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.998407896,0,-0.330526349,-0.323706076,-3.26E-05,-3.48E-06
1b,1.00E-07,0.000521085,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.998390227,0,-0.330532199,-0.323712109,-3.29E-05,-3.52E-06
1b,1.00E-07,0.009510219,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.97143794,0,-0.3397081,-0.33316304,-0.000574496,-6.50E-05
1b,1.00E-07,3.65E-05,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.999887171,0,-0.330037338,-0.323201678,-2.40E-06,-2.56E-07
1b,1.00E-07,0.003776171,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.988454125,0,-0.333855632,-0.327138098,-0.000234342,-2.56E-05
1b,1.00E-07,0.331990398,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.497207386,0,-0.664571231,-0.662026708,-0.007606787,-0.003346712
1b,1.00E-07,0.017240779,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.949429162,0,-0.347594105,-0.341266342,-0.001005475,-0.000119272
1b,1.00E-07,3.64E-05,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.999887329,0,-0.330037286,-0.323201624,-2.40E-06,-2.56E-07
1b,1.00E-07,0.059801699,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.844493224,0,-0.390915589,-0.38554187,-0.002920486,-0.000440159
1b,1.00E-07,0.035468511,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.901378826,0,-0.366167883,-0.360292947,-0.001911112,-0.000252129
1b,1.00E-07,0.015827641,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.953375393,0,-0.346152924,-0.33978667,-0.000928946,-0.000109261
1b,1.00E-07,0.001808956,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.994434486,0,-0.331847206,-0.32506811,-0.000113359,-1.22E-05
1b,1.00E-07,0.0488778,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.869095147,0,-0.379812438,-0.374226266,-0.002492318,-0.000354248
1b,1.00E-07,0.006378651,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.980655549,0,-0.336512178,-0.329874181,-0.000390986,-4.34E-05
1b,1.00E-07,1.69E-05,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.99994763,0,-0.330017383,-0.323181094,-1.17E-06,-1.25E-07
1b,1.00E-07,1.71E-05,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.999947235,0,-0.330017513,-0.323181228,-1.18E-06,-1.26E-07
1b,1.00E-07,1.91E-05,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.999940747,0,-0.330019655,-0.323183437,-1.31E-06,-1.40E-07
1b,1.00E-07,7.98E-05,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.999753219,0,-0.330081558,-0.323247293,-5.14E-06,-5.48E-07
1b,1.00E-07,0.008347287,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.974840063,0,-0.33852136,-0.331942132,-0.000506971,-5.70E-05
1b,1.00E-07,0.00542625,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.983494751,0,-0.335540051,-0.328873195,-0.000334104,-3.69E-05
1b,1.00E-07,0.076224385,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.810072992,0,-0.407586728,-0.402500347,-0.00349811,-0.000573878
1b,1.00E-07,6.43E-05,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.999801114,0,-0.330065746,-0.323230982,-4.16E-06,-4.44E-07
1b,1.00E-07,0.000195102,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.999396651,0,-0.330199328,-0.323368773,-1.24E-05,-1.33E-06
1b,1.00E-07,1.69E-05,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.999947726,0,-0.330017351,-0.323181061,-1.17E-06,-1.24E-07
1b,1.00E-07,0.027450678,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.921885484,0,-0.358001481,-0.351936799,-0.00153054,-0.000192839
1b,1.00E-07,0.131779561,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.712203175,0,-0.463801489,-0.459485018,-0.005004006,-0.001066403
1b,1.00E-07,1.11E-05,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.999965642,0,-0.330011438,-0.323174962,-8.01E-07,-8.54E-08
1b,1.00E-07,0.009399743,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.971760082,0,-0.339595367,-0.333047079,-0.000568112,-6.43E-05
1b,1.00E-07,0.000495619,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.998468775,0,-0.330506195,-0.323685289,-3.13E-05,-3.35E-06
1b,1.00E-07,1.39E-05,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.999956988,0,-0.330014295,-0.323177908,-9.78E-07,-1.04E-07
1b,1.00E-07,0.145477744,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.69165312,0,-0.47762197,-0.47346202,-0.005294581,-0.001197295
1b,1.00E-07,0.022522111,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.934973536,0,-0.352978726,-0.346790236,-0.001283027,-0.000157055
1b,1.00E-07,5.02E-05,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.999844821,0,-0.330051317,-0.323216098,-3.27E-06,-3.48E-07
1b,1.00E-07,3.05E-05,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.999905559,0,-0.330031268,-0.323195417,-2.03E-06,-2.16E-07
1b,1.00E-07,0.073023452,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.816555277,0,-0.404339342,-0.399199665,-0.003391238,-0.000547387
1b,1.00E-07,4.40E-05,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.999863773,0,-0.330045061,-0.323209645,-2.88E-06,-3.07E-07
1b,1.00E-07,0.009269486,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.972140189,0,-0.339462447,-0.332910347,-0.000560577,-6.34E-05
1b,1.00E-07,0.419553414,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.439431794,0,-0.751765337,-0.749872044,-0.008142682,-0.004590256
1b,1.00E-07,0.024649202,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.929278401,0,-0.355146731,-0.349012378,-0.001391172,-0.000172437
1b,1.00E-07,0.00127653,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.996065924,0,-0.331303576,-0.3245076,-8.02E-05,-8.63E-06
1b,1.00E-07,0.000311484,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.999037099,0,-0.33031817,-0.323491356,-1.97E-05,-2.11E-06
1b,1.00E-07,0.030781717,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.913250727,0,-0.36139495,-0.355410785,-0.001691865,-0.000217309
1b,1.00E-07,0.294222966,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.527140722,0,-0.626868798,-0.624035951,-0.007302065,-0.002856485
1b,1.00E-07,8.97E-05,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.999722503,0,-0.3300917,-0.323257754,-5.76E-06,-6.15E-07
1b,1.00E-07,0.056366521,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.852074723,0,-0.387425249,-0.381986723,-0.002789899,-0.000412881
1b,1.00E-07,0.00863661,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.973991363,0,-0.338816617,-0.332245928,-0.000523838,-5.90E-05
1b,1.00E-07,0.000151453,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.999531569,0,-0.330154756,-0.323322798,-9.66E-06,-1.03E-06
1b,1.00E-07,0.000458884,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.998582101,0,-0.330468684,-0.323646601,-2.90E-05,-3.10E-06
1b,1.00E-07,0.017797115,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.947884778,0,-0.348161435,-0.34184868,-0.001035337,-0.000123224
1b,1.00E-07,0.071940796,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.818771825,0,-0.403240759,-0.398082775,-0.00335449,-0.000538474
1b,1.00E-07,0.159020556,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.672485496,0,-0.491271168,-0.48725692,-0.005557609,-0.001330354
1b,1.00E-07,0.00024908,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.999229858,0,-0.330254447,-0.323425628,-1.58E-05,-1.69E-06
1b,1.00E-07,0.002651029,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.991865461,0,-0.332706955,-0.325954365,-0.000165422,-1.79E-05
1b,1.00E-07,0.289491083,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.531149284,0,-0.622140448,-0.619270847,-0.00725985,-0.002797027
1b,1.00E-07,1.40E-05,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.999956728,0,-0.33001438,-0.323177996,-9.83E-07,-1.05E-07
1b,1.00E-07,3.74E-05,0.33,0.98,0.98,0.99,1,0.98,0.98,0.98,0.98,0.99,0.99,1,0,0.999884375,0,-0.330038261,-0.32320263,-2.46E-06,-2.62E-07
